title,description,source,date_of_publication,category,author,link
The Black Community Sees Higher Rates Of Late Diagnosis For Colorectal Cancer — Dr. Charles R. Rogers Wants To Change That,"Dr. Charles R. Rogers wants to ensure Black communities are informed about colorectal cancer (CRC). In 2009, the year after beginning his master’s degree in statistics from Kennesaw State University, Rogers was attending a family reunion. He and his family noticed that Aunt Joann had lost a lot of weight, initially assuming it was due… Continue reading The Black Community Sees Higher Rates Of Late Diagnosis For Colorectal Cancer — Dr. Charles R. Rogers Wants To Change That",afrotech.com,2026-04-22,Education,Samantha Dorisca,https://afrotech.com/dr-charles-r-rogers-discusses-colorectal-cancer
"Emma Grede Explains Why She Turned Down Investing In Ami Colé At The Start, But Decided To Hire Its Founder Diarrha N’Diaye At SKIMS","Emma Grede has weighed in on the criticism surrounding Diarrha N’Diaye’s role at SKIMS. Ami Colé N’Diaye is the founder of beloved clean beauty brand Ami Colé, created for melanin-rich skin. On July 17, 2025, four years after its inception, she announced in an Instagram post that she was winding down the company. She shared… Continue reading Emma Grede Explains Why She Turned Down Investing In Ami Colé At The Start, But Decided To Hire Its Founder Diarrha N’Diaye At SKIMS",afrotech.com,2026-04-22,Career,Samantha Dorisca,https://afrotech.com/emma-grede-addresses-criticism-surrounding-hiring-of-diarrha-ndiaye-skims-beauty
"Alexa Christina Rice Is Carrying The Torch Of Her Late Grandmother, Eunice Johnson, Whose Beauty Brand Was Auctioned Off In 2019","Entrepreneurship is generational for founder Alexa Christina Rice. Her grandmother, Eunice Walker Johnson, was married to John H. Johnson, who took a $500 loan, with his mother’s furniture as collateral, to launch Johnson Publishing Co. (JPC) in Chicago, per the company. The venture’s portfolio included Ebony and Jet magazines, which drew in millions of readers… Continue reading Alexa Christina Rice Is Carrying The Torch Of Her Late Grandmother, Eunice Johnson, Whose Beauty Brand Was Auctioned O…",afrotech.com,2026-04-22,Business,Samantha Dorisca,https://afrotech.com/alexa-christina-beech-beauty
J.R. Smith Is Set To Obtain Bachelor’s Degree From North Carolina A&T,"Former NBA player J.R. Smith can soon celebrate earning a bachelor’s degree. As AFROTECH™ previously reported, the two-time NBA champion, who retired from the league in 2020 and played his last season with the Los Angeles Lakers, enrolled at North Carolina Agricultural and Technical State University (North Carolina A&T) in 2021. In doing so, he… Continue reading J.R. Smith Is Set To Obtain Bachelor’s Degree From North Carolina A&T",afrotech.com,2026-04-22,Education,Samantha Dorisca,https://afrotech.com/jr-smith-is-set-to-obtain-degree
Digital Health Media Platform BlackDoctor Appoints Akinwole ‘Aki’ Garrett As CEO To Improve Health Outcomes For Black Americans,"Akinwole “Aki” Garrett has taken over as CEO of BlackDoctor as of April 1, 2026. In a news release issued Tuesday, April 21, BlackDoctor — a leading loopfocused on improving health and wellness outcomes for millions of Black Americans — said Garrett succeeds founder Reginald Ware, who has transitioned to executive chairman of the board. “Over… Continue reading Digital Health Media Platform BlackDoctor Appoints Akinwole ‘Aki’ Garrett As CEO To Improve Health Outcomes For Black Americans",afrotech.com,2026-04-21,Business,ShaCamree Gowdy,https://afrotech.com/blackdoctor-appoints-ceo
How Former Ulta CEO Mary Dillon Helped Launch Tracee Ellis Ross’ Pattern Beauty,"Tracee Ellis Ross followed her own rulebook to get Pattern Beauty in the hands of consumers. Her haircare brand, which caters to the textured-hair community, had been a long-held vision of hers since she was on the hit television show “Girlfriends.” Ross pitched the idea for Pattern Beauty in 2008, but the brand didn’t formally… Continue reading How Former Ulta CEO Mary Dillon Helped Launch Tracee Ellis Ross’ Pattern Beauty",afrotech.com,2026-04-21,Business,Samantha Dorisca,https://afrotech.com/former-ulta-ceo-supported-the-launch-of-pattern-beauty
"How Sensori, A Black Women-Owned Functional Non-Alcoholic Startup, Onboarded Poppi’s Former VP Of Sales Operations And Revenue Strategy","Happenstance led functional non-alcoholic beverage startup, Sensori, to pursue a strategic hire. Shanna Pearre (CEO), Darean Rhodes (COO), and Ashlyn Knox (CMO) are three best friends who cofounded the startup in 2024. Sensori beverages are powered by mushrooms, adaptogens, nootropics, and botanics, with the goal of replacing alcohol during modern social and self-care rituals, Pearre… Continue reading How Sensori, A Black Women-Owned Functional Non-Alcoholic Startup, Onboarded Poppi’s Former VP…",afrotech.com,2026-04-21,Business,Samantha Dorisca,https://afrotech.com/how-sensori-onboarded-poppis-former-vp
Study Finds More Reliance On GenAI Is Linked To Lower Confidence In Independent Thinking,"A study reveals that the use of Generative AI (GenAI) affects user confidence. The study, titled “Generative Artificial Intelligence Reliance and Executive Function Attenuation: Behavioral Evidence of Cognitive Offload in High-Use Adults,” was published by the American Psychological Association. It recruited 1,923 working adults through professional networks, online forums, LinkedIn outreach, and direct invitations.",afrotech.com,2026-04-21,Technology,Samantha Dorisca,https://afrotech.com/study-finds-more-reliance-on-genai-is-linked-to-lower-confidence
"Karen S. Carter To Lead Dow, Joining Short List Of Black Women Fortune 500 CEOs","Karen S. Carter will take over as CEO of Dow Inc. on July 1, 2026, the company announced in a news release. In a LinkedIn post on Tuesday, April 14, 2026, Carter acknowledged the impact of her predecessor, Jim Fitterling. She credited him with leading the company through significant change, strengthening its culture, and setting… Continue reading Karen S. Carter To Lead Dow, Joining Short List Of Black Women Fortune 500 CEOs",afrotech.com,2026-04-20,Business,ShaCamree Gowdy,https://afrotech.com/karen-carter-dow-inc-ceo
The Obamas’ Higher Ground Production Company Parts With Netflix After Nearly A Decade,"Higher Ground, the production company founded by former President Barack Obama and Michelle Obama, is parting ways with Netflix after eight years, transitioning into an independent entity when its current first-look deal expires later this year. Barack Obama discussed the shift during a special edition of the speaker series HistoryTalks hosted by the History Channel… Continue reading The Obamas’ Higher Ground Production Company Parts With Netflix After Nearly A Decade",afrotech.com,2026-04-20,Entertainment,ShaCamree Gowdy,https://afrotech.com/higher-ground-production-obama-netflix
Autodesk Donates $1.95M To Howard University To Prepare Student Engineers For AI-Powered Roles,"Howard University has received a donation to support future engineers. According to a press release shared with AFROTECH™, the Historically Black College and University (HBCU) received a $1.95 million unrestricted donation from Autodesk to support its construction engineering and management program. The program is set to provide students with the education to be leaders of… Continue reading Autodesk Donates $1.95M To Howard University To Prepare Student Engineers For AI-Powered Roles",afrotech.com,2026-04-20,Education,Samantha Dorisca,https://afrotech.com/autodesk-donated-1-95m-to-howard-universitys-future-engineers
All-Girls Middle School Started By A Black Founder To Open In Nebraska,"A Black-founded school seeking to nourish young girls will soon open its doors in Nebraska. Identity Preparatory Academy Identity Preparatory Academy is Nebraska’s first state-approved Black-founded school, according to KETV Channel 7. The all-girls academy will welcome fourth-eighth graders; uphold the pillars of community, culture, and relationships; and ensure learners receive rigorous education. “We are… Continue reading All-Girls Middle School Started By A Black Founder To Open In Nebraska",afrotech.com,2026-04-20,Education,Samantha Dorisca,https://afrotech.com/black-founded-middle-school-to-open-in-nebraska
"Jackson State University Names Dr. Denise Jones Gregory 14th President, She Becomes First Alumna To Lead Institution Permanently","Dr. Denise Jones Gregory has transitioned into a permanent role at Jackson State University. Since May 2025, she has served as the Historically Black College and University’s (HBCU’s) interim president after previously serving as provost and vice president of academic affairs, according to her LinkedIn profile. Now, she becomes the school’s 14th president. She was… Continue reading Jackson State University Names Dr.",afrotech.com,2026-04-20,Education,Samantha Dorisca,https://afrotech.com/jackson-state-university-names-dr-denise-jones-gregory-14th-president
Cardi B’s Science-Backed Haircare Brand Launches And Sells Out In Under An Hour,"Cardi B’s new and improved, “old school” haircare brand is in demand. When she was a teenager, the “Am I the Drama?” artist learned how to make hair masks and hair oils, but she hadn’t been consistent with her hair health, she told Elle. She was also perming, bleaching, and dyeing her hair, and admitted to… Continue reading Cardi B’s Science-Backed Haircare Brand Launches And Sells Out In Under An Hour",afrotech.com,2026-04-17,Business,Samantha Dorisca,https://afrotech.com/cardi-b-haircare-brand-launches-and-sells-out-in-under-an-hour
Reed Hastings Co-Founded Netflix In 1997 — Now He’s Stepping Away From The Streaming Giant,"Netflix is making a major leadership shift as co-founder and chairman Reed Hastings prepares to step away from the company he helped build into a global streaming giant. In its first-quarter earnings report released Thursday, April 16, 2026, the company said Hastings will not seek reelection to its board of directors when his term expires… Continue reading Reed Hastings Co-Founded Netflix In 1997 — Now He’s Stepping Away From The Streaming Giant",afrotech.com,2026-04-17,Business,ShaCamree Gowdy,https://afrotech.com/reed-hastings-leaves-netflix-first-quarter-earnings
"Florida Agricultural And Mechanical University Team Wins 2026 HBCU Stock Pitch Competition, Earning Over $12K In Prizes","Historically Black College and University (HBCU) students put their knowledge to use in the asset management field. According to a press release shared with AFROTECH™, the United Negro College Fund’s (UNCF’s) sixth annual HBCU Stock Pitch Competition — held at Acadian Asset Management’s Boston headquarters — provided student teams from HBCUs with resources to empower… Continue reading Florida Agricultural And Mechanical University Team Wins 2026 HBCU Stock Pitch Competition, Earning Over $12K In…",afrotech.com,2026-04-17,Business,Samantha Dorisca,https://afrotech.com/florida-agricultural-and-mechanical-university-winners-2026-hbcu-stock-pitch-competition
"Chef Virgil Harper Debuts Fine Dining Restaurant In Houston, TX Alongside Executive Chef Aliyah Watley","After heating up the Atlanta food scene, Chef Virgil Harper is debuting a new concept in Houston, TX. The Atlantic City, NJ, native was 16 years old when his spark for cooking was lit. He took a summer job as a line server at the Sands Hotel and Casino in Las Vegas, where he was… Continue reading Chef Virgil Harper Debuts Fine Dining Restaurant In Houston, TX Alongside Executive Chef Aliyah Watley",afrotech.com,2026-04-16,Business,Samantha Dorisca,https://afrotech.com/chef-virgil-harper-debuts-fine-dining-restaurant-in-houston-tx-alongside-executive-chef-aliyah-watley
"Despite Decline In Black Male Enrollment At HBCUs, Benedict College Sets New Standard With 7% Increase In Recent Years","Black male enrollment at the Historically Black College and University (HBCU), Benedict College, is on the rise. This counters overall data indicating that Black men’s enrollment at HBCUs has decreased. According to research from the American Institute for Boys and Men, 26% of Black men were enrolled in an HBCU in 2024, down from 38%… Continue reading Despite Decline In Black Male Enrollment At HBCUs, Benedict College Sets New Standard With 7% Increase In Recent Years",afrotech.com,2026-04-16,Education,Samantha Dorisca,https://afrotech.com/benedict-college-is-setting-new-standard-black-male-enrollment
Crowned Skin Founder Darrell Spencer Lands $500K Investment From Fellow Chicagoan Rashaun Williams On ‘Shark Tank’,"Crowned Skin founder Darrell Spencer and investor Rashaun Williams are now united in business. As AFROTECH™ previously reported, Spencer launched the science-backed skincare and grooming company in 2024, bringing experience from customer sales and advertising departments at tech companies such as Facebook, Google, Pinterest, and LinkedIn.",afrotech.com,2026-04-16,Business,Samantha Dorisca,https://afrotech.com/darrell-spencers-crowned-skin-investment-rashaun-williams-shark-tank
Unconventional Ventures Announces Second Close Of Fund II To Support Diverse Founders Building Impact Tech Companies,"Unconventional Ventures has announced the second close of its Fund II. The Nordic impact venture capital firm is led by a group of European founders and was launched to “unlock the potential of diverse founders building impact tech companies,” according to its website. Nora Bavey (general partner) and Thea Messel (general partner) serve as founders of… Continue reading Unconventional Ventures Announces Second Close Of Fund II To Support Diverse Founders Building Impact Tech Companies",afrotech.com,2026-04-16,Technology,Samantha Dorisca,https://afrotech.com/unconventional-ventures-closes-fund-ii
"Jury Rules Live Nation And Ticketmaster Overcharged Customers, Operating As Monopoly","A jury has ruled on the industry practices of Live Nation and Ticketmaster. CNN reports the U.S. Department of Justice and 39 state attorneys general, including those from New York and Washington, D.C., sued Live Nation, the parent company of Ticketmaster, in 2024. Live Nation merged with Ticketmaster in 2010 and now controls 86% of… Continue reading Jury Rules Live Nation And Ticketmaster Overcharged Customers, Operating As Monopoly",afrotech.com,2026-04-16,Technology,Samantha Dorisca,https://afrotech.com/jury-rules-live-nation-and-ticketmaster-overcharged-customers
How A Luxury Men’s Grooming And Wellness Brand Founded By 2 Friends Has Generated Nearly $1M In Sales,"Darius Davie and Matthew Sears are making their mark on the men’s grooming and wellness industry. In 2015, Darius Davie pursued a career in the barbering industry. The following year, he was trained and obtained his barber license at a beauty school in New York City, and was simultaneously working in business development at a… Continue reading How A Luxury Men’s Grooming And Wellness Brand Founded By 2 Friends Has Generated Nearly $1M In Sales",afrotech.com,2026-04-15,Business,Samantha Dorisca,https://afrotech.com/groom-guy-business-interview
Marvel Studios Cuts 8% of Staff As The Walt Disney Co. CEO Josh D’Amaro Pushes ‘Technologically-Enabled Workforce To Meet Tomorrow’s Needs’,"Marvel Studios has been impacted by Disney layoffs. Josh D’Amaro, a 28-year company veteran, is currently leading The Walt Disney Co. as CEO, succeeding Robert A. Iger, according to a news release. The decision, which was approved in a unanimous vote by the Walt Disney Board of Directors, was informed by D’Amaro’s qualities including leadership, spirit… Continue reading Marvel Studios Cuts 8% of Staff As The Walt Disney Co.",afrotech.com,2026-04-15,Business,Samantha Dorisca,https://afrotech.com/marvel-studios-division-impacted-by-layoffs
Angel Reese Held A 6-Week STEM Program To Empower Female Student-Athletes In Partnership With 2K Foundations,"Angel Reese returned to her hometown to empower young girls in STEM. The WNBA player who represents the Atlanta Dream teamed up with 2K Foundations — the philanthropic arm of video game company 2K — which supports STEM education, access to mentorship, and sports programming, according to its website. The partnership entailed a six-week STEM… Continue reading Angel Reese Held A 6-Week STEM Program To Empower Female Student-Athletes In Partnership With 2K Foundations",afrotech.com,2026-04-15,Technology,Samantha Dorisca,https://afrotech.com/angel-reese-2k-foundations-launch-six-week-stem-program-baltimore
"NAACP Sues Elon Musk’s xAI Over Pollution From Data Centers Impacting Residents In North Mississippi And Memphis, TN","The NAACP has filed a lawsuit against Elon Musk’s xAI. The lawsuit, which also lists its subsidiary, MZX Tech, as a defendant, was filed on Tuesday, April 14, in the U.S. District Court for the Northern District of Mississippi, and concerns power data centers in and near Memphis, TN, according to CNBC. The lawsuit claims… Continue reading NAACP Sues Elon Musk’s xAI Over Pollution From Data Centers Impacting Residents In North Mississippi And Memphis, TN",afrotech.com,2026-04-15,Technology,Samantha Dorisca,https://afrotech.com/naacp-sues-elon-musks-xai-over-pollution-from-data-centers
Kyle Kuzma Becomes Team Owner Of E1’s Sierra Racing Club Motivated By Technological Innovation And Sustainability,"Kyle Kuzma is now an E1 team owner. According to a press release shared with AFROTECH, the NBA champion, who currently plays for the Milwaukee Bucks, has joined the ownership group of Sierra Racing Club, which competes in the UIM E1 World Championship presented by PIF, “the world’s first all-electric foiling raceboat championship.” The league… Continue reading Kyle Kuzma Becomes Team Owner Of E1’s Sierra Racing Club Motivated By Technological Innovation And Sustainability",afrotech.com,2026-04-15,Business,Samantha Dorisca,https://afrotech.com/kyle-kuzma-becomes-team-owner-of-e1s-sierra-racing-club
"Whoopi Goldberg Launches Publishing Imprint To Bring ‘Fresh, Diverse New Talent To The Marketplace’","Whoopi Goldberg wants to open doors for other authors. The actress, comedian, and co-host of “The View” is also an author, with her most recent work being a memoir titled “Bits & Pieces: My Mother, My Brother, and Me,” published by Blackstone Publishing. It was released in May 2024 and became a New York Times… Continue reading Whoopi Goldberg Launches Publishing Imprint To Bring ‘Fresh, Diverse New Talent To The Marketplace’",afrotech.com,2026-04-14,Business,Samantha Dorisca,https://afrotech.com/whoopi-goldberg-launches-publishing-imprint
Uncle Nearest Receiver Says Company Is Insolvent And Could Shut Down Within A Month Without Ongoing Lender Support,"The receiver of Uncle Nearest says the company is insolvent. Phillip G. Young Jr. is the court-appointed receiver of the whiskey brand Uncle Nearest, owned by Fawn Weaver and her husband, Keith. The receiver was appointed after the company defaulted on more than $108 million in loans, as AFROTECH™ previously reported. Young now oversees assets… Continue reading Uncle Nearest Receiver Says Company Is Insolvent And Could Shut Down Within A Month Without Ongoing Lender Support",afrotech.com,2026-04-14,Business,Samantha Dorisca,https://afrotech.com/uncle-nearest-receiver-says-company-could-shut-down-without-ongoing-lender-support
"Alpha School, A Private School With AI Tutors, Is Making Its Way To Chicago","An AI private school that replaces teachers with “guides” for student instruction is making its way to Chicago. As AFROTECH™ previously told you, Alpha School students learn through adaptive apps and receive one-on-one, personalized instruction for two hours each day, which is tailored by software diagnostics and machine learning. The school promises that students will… Continue reading Alpha School, A Private School With AI Tutors, Is Making Its Way To Chicago",afrotech.com,2026-04-14,Education,Samantha Dorisca,https://afrotech.com/alpha-school-a-private-school-with-ai-tutors-is-making-its-way-to-chicago
Jason Lee’s BET Deal Could Mark A New Era For Black-Owned Media Power,"The launch of BET’s Creator Studio is being positioned as a new chapter for digital storytelling. But the decision to center Jason Lee as its marquee voice signals something deeper about where power in media is moving. According to a press release shared with AFROTECH™, “The Jason Lee Show” will debut as the flagship series… Continue reading Jason Lee’s BET Deal Could Mark A New Era For Black-Owned Media Power",afrotech.com,2026-04-14,Entertainment,Josh Rodgers,https://afrotech.com/jason-lee-partners-with-bet
How Student Decline And Distractions Are Driving Schools To Rethink Technology In Classrooms,"At a time when technology is rapidly evolving and screen time is on the rise, schools across the United States are scaling back classroom tech after early adoption efforts produced unintended consequences — including increased distractions and declining student engagement. At McPherson Middle School in Kansas, cell phones were banned four years ago, Fortune reports.… Continue reading How Student Decline And Distractions Are Driving Schools To Rethink Technology In Classrooms",afrotech.com,2026-04-14,Education,ShaCamree Gowdy,https://afrotech.com/technology-in-classrooms-concerns-student-performance
Roblox Rolls Out Kids And Select Accounts With Protective Measures — Here’s What To Know,"Roblox has introduced new safety measures for kids and young teens. As AFROTECH™ previously reported, the immersive gaming and creation platform barred children from communicating with adults or much older teenagers and enforced this policy by using facial age estimation to limit them to their age group. Users will be placed in the following groups:… Continue reading Roblox Rolls Out Kids And Select Accounts With Protective Measures — Here’s What To Know",afrotech.com,2026-04-13,Technology,Samantha Dorisca,https://afrotech.com/roblox-rolls-out-kids-selects-accounts
IBM Agrees To Pay The US $17M In Settlement Over A Lawsuit Accusing The Tech Firm Of Promoting DEI,"International Business Machines Corp. (IBM) has agreed to pay the United States $17 million to settle a lawsuit accusing the tech firm of promoting diversity, equity, and inclusion (DEI) policies in its federal contracts. The U.S. Department of Justice announced the settlement in a news release on Friday, April 10, 2026. The agreement marks the… Continue reading IBM Agrees To Pay The US $17M In Settlement Over A Lawsuit Accusing The Tech Firm Of Promoting DEI",afrotech.com,2026-04-13,Business,ShaCamree Gowdy,https://afrotech.com/ibm-justice-department-dei-case-settlement
Amazon Announces $25B Commitment Toward Mississippi Data Center Operations And Addresses Water Usage,"Amazon has shared its plans for its Mississippi data center operations. According to a press release, the big tech company said it intends to invest $25 billion in the state, which will also support the creation of 2,000 high-skilled roles in its data centers. These facilities support advanced cloud computing that powers health care systems… Continue reading Amazon Announces $25B Commitment Toward Mississippi Data Center Operations And Addresses Water Usage",afrotech.com,2026-04-13,Technology,Samantha Dorisca,https://afrotech.com/amazon-announces-25b-commitment-toward-mississippi-data-center-operations-and-addresses-water-usage
"Small Black-Led Nonprofits Are Less Likely To Receive Sustained Funding Support Following The 2020 Racial Reckoning, Report Says","A new report has revealed inconsistencies in funding support for small Black-led nonprofits. Candid, a nonprofit organization, and ABFE, a membership-based philanthropic organization advocating for Black communities, released a report that sheds light on the dynamics between Black-led nonprofits and new and continued funders.",afrotech.com,2026-04-13,Business,Samantha Dorisca,https://afrotech.com/small-black-led-nonprofits-are-less-likely-to-receive-sustained-funding
First-Of-Its-Kind US Creator Certification Launches To Increase Trust In Influencer Marketing,"A first-of-its-kind certification program has launched to increase trust in influencer marketing. The creator economy is valued at more than $191 billion and is expected to exceed $525 billion by 2030, according to data from Exploding Topics. An estimated 86% of marketers have worked with paid creators based in the U.S., leading to more than… Continue reading First-Of-Its-Kind US Creator Certification Launches To Increase Trust In Influencer Marketing",afrotech.com,2026-04-13,Business,Samantha Dorisca,https://afrotech.com/first-of-its-kind-us-creator-certification-launches-to-increase-trust-in-influencer-marketing
"The Doux, A Haircare Brand That Reached $38M In Sales In 2025, Receives Investment From VMG Partners","Black-owned haircare brand The Doux has received new funding. The Doux is a haircare brand founded by husband-and-wife duo Maya Smith and Brian Smith. Maya, a trained cosmetologist, started the company as a hair salon in Germany, filling a void in services for curly hair, WWD reports. At the time, Brian, a third-generation service member and… Continue reading The Doux, A Haircare Brand That Reached $38M In Sales In 2025, Receives Investment From VMG Partners",afrotech.com,2026-04-10,Business,Samantha Dorisca,https://afrotech.com/the-doux-black-owned-haircare-receives-investment-vmg-partners
Collide Capital Closes $95M Oversubscribed Round For Fund II To ‘Usher In A New Era Of Venture Capital’,"Collide Capital aims to support emerging talent across fintech, supply chain, and future-of-work companies. The early-stage venture firm was founded in 2021 by Brian Hollins and Aaron Samuels, with a focus on the future of work — particularly AI and automation as it relates to consumer and enterprise innovations — as well as fintech and… Continue reading Collide Capital Closes $95M Oversubscribed Round For Fund II To ‘Usher In A New Era Of Venture Capital’",afrotech.com,2026-04-10,Venture Capital,Samantha Dorisca,https://afrotech.com/collide-capital-closes-95m-in-oversubscribed-round-for-fund-ii
Will Smith Expands Portfolio And Reportedly Joins Ownership Group Of Planned WNBA Team In His Hometown Of Philadelphia,"Will Smith is reportedly expanding his portfolio, joining the ownership group of a planned WNBA expansion team in his hometown of Philadelphia. The Oscar Award-winning actor has secured a 0.1% stake in the franchise, which plans to host games at Xfinity Mobile Arena beginning in 2030, Rolling Out reports. The team will operate under Harris… Continue reading Will Smith Expands Portfolio And Reportedly Joins Ownership Group Of Planned WNBA Team In His Hometown Of Philadelphia",afrotech.com,2026-04-10,Business,ShaCamree Gowdy,https://afrotech.com/will-smith-invests-wnba-expansion-sports
"When Is Apple’s $2,000+ Foldable iPhone Going To Be Released?","Apple’s iPhone Fold could be released as early as September 2026. What started as just a concept by tech enthusiasts is now increasingly becoming a reality. Along with the iPhone 18 Pro and Pro Max, Apple is expected to reveal the iPhone Fold later this year, according to a Bloomberg report. With an estimated starting… Continue reading When Is Apple’s $2,000+ Foldable iPhone Going To Be Released?",afrotech.com,2026-04-10,Technology,Adé Hennis,https://afrotech.com/when-is-apples-2000-foldable-iphone-going-to-be-released
